id,instrumentType,class,name@de,shortName@de,securityId,nominalCurrency,denomination,nominalAmount,issuerId,riskClass,payFreqPeriod,ultimateIssuer,outstandingShares,riskless,interestType,isCallable,maturityDate,lastCouponDate,duration,actInterestRate,contractSize,instrumentAmount,exercisePrice,exercisePriceCurr,repayPrice,repayPriceNotationType,repayPriceFactor,underlyingId,underlyingIds,isin,valorenNr,return,assetTotalAmount,vl_branche_cd,riskCurrency,rating,fondsTyp,titelDomizilCode,mainTradingPlace,factsheetURL,yourMoneyURL,rend_last,duration_last,pf_aal_segm_lnr,listTyp,vl_einsc_privan_cd,keType,szkbTopPick,lieferstelleNorwegen,tickerSymbol,reguDocEuURL,reguDocNonEuURL,szkbTopPickQualification@de,szkbTopPickQualDate,esg_rating,esg_rating_label,anlageuniversum
77947499171317,1,simpleBond,3 Kreditanstalt für Wiederaufbau 22-27,3 Kreditanstalt für Wiederaufbau 22-27,118468267,USD,1000.0,,Kred Wiederaufbau,,P6M,,,false,fixedinterest,false,2027-05-20,2024-11-20,1.9820061493,3.0,,,,,100.0,percentageprice,0.01,,,US500769JT24,118468267,,,1900,USD,AAA,,44,186,,,3.7527105477,1.9103174644,54055068979593,3,,60641431481455,,false,YEBM,,,,,930,930,8
72313157448037,1,simpleBond,0.5 Svenska Handelsbanken AB 20-30,0.5 Svenska Handelsbanken AB 20-30,52560618,EUR,1000.0,,Svenska Handelsbank,,P1Y,,,false,fixedinterest,false,2030-02-18,2025-02-18,4.7549868265,0.5,,,,,100.0,percentageprice,0.01,,,XS2121207828,52560618,,,1900,EUR,A,,864,186,,,2.9907288044,4.6169076399,54055068579565,3,,60641431481455,,false,,,,,,920,920,8
80192840922409,2,simpleBond,1.8 Pfandbriefzentrale KB S.568 22-34,1.8 Pfandbriefzentrale KB S.568 22-34,123210704,CHF,5000.0,,Pfandbriefzentr,,P1Y,,,false,fixedinterest,false,2034-12-12,2024-12-12,8.9003135714,1.8,,,,,100.0,percentageprice,0.01,,,CH1232107040,123210704,,,1170,CHF,AAA,,1,4,,,0.7577248426,8.8333808503,53389764593152,3,,60641431481455,,false,PZ568,,,,,920,920,8
82239363030770,1,simpleBond,3.875 Broadcom Technologies Inc 18-27,3.875 Broadcom Technologies Inc 18-27,35345918,USD,1000.0,,Broadcom Technl,,P6M,,,false,fixedinterest,false,2027-01-15,2025-01-15,1.6517443663,3.875,,,,,100.0,percentageprice,0.01,,,US11134LAH24,35345918,,,1900,USD,BBB+,,333,186,,,4.3884699584,1.5823053705,54055068979593,,,60641431481455,,false,BRCM4444485,,,,,920,920,
80978771063136,1,simpleBond,1.9775 ABB Ltd 23-28,1.9775 ABB Ltd 23-28,129323798,CHF,5000.0,,ABB,,P1Y,,,false,fixedinterest,false,2028-09-22,2024-09-22,3.2830806353,1.9775,,,,,100.0,percentageprice,0.01,,,CH1293237983,129323798,,,1500,CHF,A,,1,4,,,0.5749488717,3.2643125073,53389764593152,3,,60641431481455,,false,ABB231,,,,,920,920,8
63249036833132,1,simpleBond,0.35 Luzerner Kantonalbank AG 18-27,0.35 Luzerner Kantonalbank AG 18-27,39961130,CHF,5000.0,,Luzerner KB,,P1Y,,,false,fixedinterest,false,2027-02-05,2025-02-05,1.7604020843,0.35,,,,,100.0,percentageprice,0.01,,,CH0399611307,39961130,,,1900,CHF,AA,,1,4,,,0.3214698903,1.7547610558,53389764593152,3,,60641431481455,,false,LUK18,,,,,930,930,8
42332802733479,9219,simpleBond,Verm.ant Obli Diverse,Verm.ant Obli Diverse,419115,CHF,1.0,,div.,,,,,false,fixedinterest,false,,,,0.0,,,,,,,,,,,419115,,,9900,Ü12,,99,9120,201,,,,,54055072479911,,,60641431481455,,false,,https://szkb.api.docrepository.clever-soft.com/docRepository/rest/document?isin=&documentLocales=de_CH&documentType=RegulatoryDocument,https://szkb.api.docrepository.clever-soft.com/docRepository/rest/document?isin=&documentLocales=de_CH&documentType=RegulatoryDocument,,,940,940,
79845034531456,1,simpleBond,4.5 Porsche A Holding 23-28,4.5 Porsche A Holding 23-28,126555145,EUR,1000.0,,Porsche A Hldg,,P1Y,,,false,fixedinterest,false,2028-09-27,2024-09-27,3.1700260257,4.5,,,,,100.0,percentageprice,0.01,,,XS2615940215,126555145,,,1600,EUR,,,44,186,,,3.0334671443,3.0766954792,54055068579565,,,60641431481455,,false,,,,,,940,940,
81022105946169,1,simpleBond,2.5 Axpo Holding AG 23-26,2.5 Axpo Holding AG 23-26,129323801,CHF,5000.0,,Axpo Hldg,,P1Y,,,false,fixedinterest,false,2026-09-22,2024-09-22,1.3704907743,2.5,,,,,100.0,percentageprice,0.01,,,CH1293238015,129323801,,,2200,CHF,A,,1,4,,,0.6202722574,1.3620424031,53389764593152,3,,60641431481455,,false,AXP23,,,,,930,930,8
73643524670466,1,simpleBond,0 Kanton Bern 21-33,0 Kanton Bern 21-33,111139285,CHF,5000.0,,Kt Bern,,P1Y,,,false,fixedinterest,false,2033-05-18,2024-05-18,8.05,0.0,,,,,100.0,percentageprice,0.01,,,CH1111392853,111139285,,,1150,CHF,AA,,1,4,,,0.5670740518,8.0046079453,53389764593152,3,,60641431481455,,false,BE21,,,,,930,930,8
82679012756295,1,simpleBond,5.4 Smith & Nephew PLC 24-34,5.4 Smith & Nephew PLC 24-34,133738743,USD,1000.0,,Smith & Nephew,,P6M,,,false,fixedinterest,false,2034-03-20,2025-03-20,7.1311509872,5.4,,,,,100.0,percentageprice,0.01,,,US83192PAD06,133738743,,,1800,USD,BBB+,,402,186,,,5.5102631807,6.758727324,54055068979593,,,60641431481455,,false,SNN5772776,,,,,920,920,
77420336068878,1,simpleBond,0.65 Swiss Prime Site Finance AG 20-29,0.65 Swiss Prime Site Finance AG 20-29,58194773,CHF,5000.0,,Swiss Pr St Fin,,P1Y,,,false,fixedinterest,false,2029-12-18,2024-12-18,4.568899594,0.65,,,,,100.0,percentageprice,0.01,,,CH0581947733,58194773,,,1900,CHF,A,,1,4,,,0.7933059136,4.5329395167,53389764593152,,,60641431481455,,false,SPS200,,,,,930,930,
55508319148110,2,simpleBond,0.375 Pfandbriefbank Serie 616 15-26,0.375 Pfandbriefbank Serie 616 15-26,29162523,CHF,5000.0,,Pfandbriefbank,,P1Y,,,false,fixedinterest,false,2026-01-26,2025-01-26,0.7388888888,0.375,,,,,100.0,percentageprice,0.01,,,CH0291625231,29162523,,,1170,CHF,No Rating,,1,4,,,0.1580836116,0.7377226702,53389764593152,3,,60641431481455,,false,PB616,,,,,920,920,8
83529213102308,1,simpleBond,4.75 Bank Muscat SAOG 21-26,4.75 Bank Muscat SAOG 21-26,110507253,USD,1000.0,,Bank Muscat,,P6M,,,false,fixedinterest,false,2026-03-17,2025-03-17,0.8689257924,4.75,,,,,100.0,percentageprice,0.01,,,XS2310799809,110507253,,,1900,USD,,,618,186,,,5.3668422504,0.8246672044,54055068979593,,,60641431481455,,false,BMUSY5169873,,,,,940,940,
77400831347922,1,simpleBond,4.5 VMED O2 UK Financing I PLC 21-31,4.5 VMED O2 UK Financing I PLC 21-31,112272982,GBP,1000.0,,VMED O2 UK Fing,,P6M,,,false,fixedinterest,false,2031-07-15,2025-01-15,5.3405616246,4.5,,,,,100.0,percentageprice,0.01,,,XS2358483258,112272982,,,1600,GBP,B+,,402,186,,,7.4208354861,4.971625477,54055069379617,,,60701380637249,,false,,,,,,940,940,
81834532710947,1,simpleBond,1.25 CIBC 21-26,1.25 CIBC 21-26,112157706,USD,1000.0,,CIBC,,P6M,,,false,fixedinterest,false,2026-06-22,2024-12-22,1.1349165707,1.25,,,,,100.0,percentageprice,0.01,,,US13607HVE97,112157706,,,1900,USD,A-,,184,186,,,4.3015390881,1.0881110487,54055068979593,3,,60641431481455,,false,CM5203998,,,,,920,920,8
83016237955123,1,simpleBond,3 Neuseeland 18-29,3 Neuseeland 18-29,41014775,NZD,1000.0,,Neuseeland,,P6M,,,false,fixedinterest,false,2029-04-20,2025-04-20,3.7715071327,3.0,,,,,100.0,percentageprice,0.01,,,NZGOVDT429C7,41014775,,,1150,NZD,AAA,,686,186,,,3.6695999918,3.6380068342,54055070079674,3,,60641431481455,,false,,,,,,920,920,8
76675591965279,1,simpleBond,0.15 Swissgrid AG 20-34,0.15 Swissgrid AG 20-34,53689333,CHF,5000.0,,Swissgrid,,P1Y,,,false,fixedinterest,false,2034-06-30,2024-06-30,9.096425663,0.15,,,,,100.0,percentageprice,0.01,,,CH0536893339,53689333,,,2200,CHF,AA,,1,4,,,0.8738528384,9.0176248919,53389764593152,3,,60641431481455,,false,SGD22,,,,,930,930,8
77117456593076,1,simpleBond,0.8 Province of Manitoba 19-39,0.8 Province of Manitoba 19-39,46005446,CHF,5000.0,,Prov Manitoba,,P1Y,,,false,fixedinterest,false,2039-03-15,2025-03-15,13.1619934769,0.8,,,,,100.0,percentageprice,0.01,,,CH0460054460,46005446,,,1150,CHF,A,,184,4,,,1.0252608434,13.0284182065,53389765193157,3,,60641431481455,,false,POM191,,,,,940,940,8
77721710424747,1,simpleBond,2.5 Axpo Holding AG 22-29,2.5 Axpo Holding AG 22-29,120425978,CHF,5000.0,,Axpo Hldg,,P1Y,,,false,fixedinterest,false,2029-03-15,2025-03-15,3.7356810227,2.5,,,,,100.0,percentageprice,0.01,,,CH1204259787,120425978,,,2200,CHF,A,,1,4,,,0.9801596339,3.6994207934,53389764593152,3,,60641431481455,,false,AXP222,,,,,930,930,8
56061854805375,2101,floater,var VW Intl Finance VRN 2015-ff,var VW Intl Finance VRN 2015-ff,27574862,EUR,1000.0,,VW Intl Finance,,P1Y,,,false,variableinterestrate,,,2025-03-20,0.8876712328,3.5,,,,,,,,,,XS1206541366,27574862,,,1900,EUR,BBB-,,730,186,,,,,54055068579565,,,60701380637249,,false,,,,,,940,940,
82169878530289,1,simpleBond,3.25 Schweiz Eidgenossenschaft 07-27,3.25 Schweiz Eidgenossenschaft 07-27,3183556,CHF,1000.0,,Schweiz Eidg,,P1Y,,,false,fixedinterest,false,2027-06-27,2024-06-27,2.0695908565,3.25,,,,,100.0,percentageprice,0.01,,,CH0031835561,3183556,,,1150,CHF,AAA,,1,4,,,-0.0683538249,2.0710064686,53389764593152,3,,60641431481455,,false,E07,,,,,930,930,8
79449604014038,1,simpleBond,2.25 Sika AG 23-29,2.25 Sika AG 23-29,125345608,CHF,5000.0,,Sika,,P1Y,,,false,fixedinterest,false,2029-04-13,2025-04-13,3.8267447538,2.25,,,,,100.0,percentageprice,0.01,,,CH1253456086,125345608,,,1400,CHF,A,,1,4,,,0.7923662814,3.7966612899,53389764593152,3,,60641431481455,,false,SIK232,,,,,930,930,8
78150463165406,2,simpleBond,0.125 Pfandbriefbank S.686 20-27,0.125 Pfandbriefbank S.686 20-27,53726192,CHF,5000.0,,Pfandbriefbank,,P1Y,,,false,fixedinterest,false,2027-08-13,2024-08-13,2.2823613434,0.125,,,,,100.0,percentageprice,0.01,,,CH0537261924,53726192,,,1170,CHF,AAA,,1,4,,,0.2215713944,2.2773154638,53389764593152,3,,60641431481455,,false,PB686,,,,,920,920,8
83441263830347,1,simpleBond,2.9 Republik Österreich 24-34,2.9 Republik Österreich 24-34,132354997,EUR,100.0,,Oesterreich,,P1Y,,,false,fixedinterest,false,2034-02-20,2025-02-20,7.8704591312,2.9,,,,,100.0,percentageprice,0.01,,,AT0000A39UW5,132354997,,,1150,EUR,AA+,,92,186,,,2.7961186985,7.656377722,54055068579565,3,,60641431481455,,false,,,,,,920,920,8
57321201637731,1,simpleBond,4.85 Hyatt Hotels Corp 16-26,4.85 Hyatt Hotels Corp 16-26,31773190,USD,1000.0,,Hyatt,,P6M,,,false,fixedinterest,false,2026-03-15,2025-03-15,0.863159103,4.85,,,,,100.0,percentageprice,0.01,,,US448579AF96,31773190,,,1600,USD,BBB-,,333,186,,,4.9626712956,0.822348643,54055068979593,,,60701380637249,,false,H4340680,,,,,930,930,
57337986070213,2101,floater,var Swiss Life AG 16-46,var Swiss Life AG 16-46,31699465,CHF,5000.0,,Swiss Life,,P1Y,,,false,variableinterestrate,,2046-09-24,2024-09-24,14.1194258037,4.375,,,,,100.0,percentageprice,0.01,,,CH0316994653,31699465,,,1900,CHF,A-,,1,4,,,,,53389764593152,,,60641431481455,,false,SLH161,,,,,940,940,
81574269260966,2,simpleBond,1.85 Pfandbriefzentrale KB S. 581 23-38,1.85 Pfandbriefzentrale KB S. 581 23-38,129022245,CHF,5000.0,,Pfandbriefzentr,,P1Y,,,false,fixedinterest,false,2038-10-25,2024-10-25,12.0553703133,1.85,,,,,100.0,percentageprice,0.01,,,CH1290222459,129022245,,,1170,CHF,AAA,,1,4,,,0.8868198014,11.949400662,53389764593152,3,,60641431481455,,false,PZ581,,,,,920,920,8
10012,201,certificate,4 SZKB ,4 SZKB ,26087,CHF,1.0,,Schwyzer KB,,P1Y,,,false,fixedinterest,false,,,,4.0,,,,,100.0,percentageprice,0.01,,,CH0000260874,26087,,,1900,CHF,,,1,201,,,,,53389764593152,,,60641431481455,,false,,,,,,930,930,
71768897797613,2101,floater,var Republik Ecuador 20-35,var Republik Ecuador 20-35,56570062,USD,1.0,,Ecuador,,P6M,,,false,variableinterestrate,,2035-07-31,2025-01-31,7.0198257649,5.5,,,,,,,,,,XS2214238441,56570062,,,1150,USD,B-,,306,186,,,,,54055068979593,,,60701380637249,,false,,,,,,950,950,
80183604126662,1,simpleBond,2.625 Stadt Biel 06-26,2.625 Stadt Biel 06-26,2452274,CHF,5000.0,,Stadt Biel,,P1Y,,,false,fixedinterest,false,2026-03-03,2025-03-03,0.8416666666,2.625,,,,,100.0,percentageprice,0.01,,,CH0024522747,2452274,,,1150,CHF,No Rating,,1,4,,,0.4059933748,0.8382633729,53389764593152,3,,60641431481455,,false,BIEL06,,,,,930,930,8
80233975263517,1,simpleBond,4.5 NRW.BANK 23-25,4.5 NRW.BANK 23-25,127546827,USD,2000.0,,NRW.BANK,,P1Y,,,false,fixedinterest,false,2025-06-09,2024-06-09,0.1083333333,4.5,,,,,100.0,percentageprice,0.01,,,XS2633546721,127546827,,,1900,USD,AA,,44,186,,,4.4108027338,0.1037568244,54055068979593,3,,60641431481455,,false,,,,,,920,920,8
86170257105261,1,simpleBond,5.417 United Energy Distribution 22-32,5.417 United Energy Distribution 22-32,141399129,AUD,10000.0,,United Energy,,P6M,,,false,fixedinterest,false,2032-02-03,2025-02-03,5.6956684743,5.417,,,,,100.0,percentageprice,0.01,,,AU3CB0317857,141399129,,,2200,AUD,A-,,88,186,,,5.1993115844,5.4141689603,54055070079674,,,60641431481455,,false,,,,,,940,940,
82619019977691,1,simpleBond,2 Moody's Corp 21-31,2 Moody's Corp 21-31,113166610,USD,1000.0,,Moody's,,P6M,,,false,fixedinterest,false,2031-08-19,2025-02-19,5.8910649742,2.0,,,,,100.0,percentageprice,0.01,,,US615369AW51,113166610,,,1900,USD,BBB+,,333,186,,,4.7035931063,5.6264210229,54055068979593,,,60641431481455,,false,MCO5238038,,,,,920,920,
82618843889681,1,simpleBond,3.625 IBM 23-31,3.625 IBM 23-31,124806107,EUR,1000.0,,IBM,,P1Y,,,false,fixedinterest,false,2031-02-06,2025-02-06,5.2824865534,3.625,,,,,100.0,percentageprice,0.01,,,XS2583742239,124806107,,,2000,EUR,A-,,333,186,,,3.1062282187,5.1233438024,54055068579565,,,60641431481455,,false,,,,,,940,940,
83198287846011,1,simpleBond,0.3 Walliser Kantonalbank 22-30,0.3 Walliser Kantonalbank 22-30,114826624,CHF,5000.0,,Walliser KB,,P1Y,,,false,fixedinterest,false,2030-02-07,2025-02-07,4.739291449,0.3,,,,,100.0,percentageprice,0.01,,,CH1148266245,114826624,,,1900,CHF,AA,,1,4,,,0.6740454639,4.707560352,53389764593152,3,,60641431481455,,false,WKB22,,,,,930,930,8
82128676463759,1,simpleBond,1.95 Barry Callebaut AG 24-28,1.95 Barry Callebaut AG 24-28,131494142,CHF,5000.0,,Barry Callebaut,,P1Y,,,false,fixedinterest,false,2028-01-24,2025-01-24,2.6758873932,1.95,,,,,100.0,percentageprice,0.01,,,CH1314941423,131494142,,,1700,CHF,BBB,,1,4,,,2.4264285686,2.6124970192,53389764593152,,,60641431481455,,false,BAR23,,,,,930,930,
67137587829647,1,simpleBond,2.375 Asiatische Entwicklungsbank 19-26,2.375 Asiatische Entwicklungsbank 19-26,47336197,NZD,1000.0,,Asia Entwicklungsbk,,P6M,,,false,fixedinterest,false,2026-04-16,2025-04-16,0.9557439442,2.375,,,,,100.0,percentageprice,0.01,,,NZADBDT009C0,47336197,,,1150,NZD,AAA,,748,15,,,3.5248546912,0.923202401,54055070079674,3,,60641431481455,,false,,,,,,920,920,8
80314558701609,1,simpleBond,2.49 ENGIE SA 23-31,2.49 ENGIE SA 23-31,127758201,CHF,5000.0,,ENGIE,,P1Y,,,false,fixedinterest,false,2031-07-04,2024-07-04,5.7152525147,2.49,,,,,100.0,percentageprice,0.01,,,CH1277582016,127758201,,,2200,CHF,BBB,,369,4,,,0.981137193,5.6597228686,53389765193157,3,,60641431481455,,false,EGI231,,,,,940,940,8
60294080681718,1,simpleBond,1.625 EIB 12-26,1.625 EIB 12-26,18000611,CHF,5000.0,,EIB,,P1Y,,,false,fixedinterest,false,2026-04-02,2025-04-02,0.9222222222,1.625,,,,,100.0,percentageprice,0.01,,,CH0180006113,18000611,,,1150,CHF,No Rating,,576,4,,,0.1053244285,0.9212519189,53389765193157,3,,60641431481455,,false,EIB121,,,,,920,920,8
80744509476816,1,simpleBond,2.2 IBM 22-27,2.2 IBM 22-27,116509438,USD,1000.0,,IBM,,P6M,,,false,fixedinterest,false,2027-02-09,2025-02-09,1.7418462586,2.2,,,,,100.0,percentageprice,0.01,,,US459200KM24,116509438,,,2000,USD,A-,,333,186,,,4.2844301558,1.6702841028,54055068979593,,,60641431481455,,false,IBM5354860,,,,,940,940,
81290291712090,9249,highlyStructuredProduct,6.5 CLN CT6/Private Loans FIO  23-27 - 2027-10-08,6.5 CLN CT6/Private Loans FIO  23-27 - 2027-10-08,127564285,CHF,1000.0,,CT6 Issuer,,P6M,,,,,,2027-10-08,2025-04-09,,6.5,,,,,,,,,,CH1275642853,127564285,,,1900,Ü12,,,409,246,,,,,54055072479911,,,60641434982712,,false,,https://szkb.api.docrepository.clever-soft.com/docRepository/rest/document?isin=CH1275642853&documentLocales=de_CH&documentType=RegulatoryDocument,https://szkb.api.docrepository.clever-soft.com/docRepository/rest/document?isin=CH1275642853&documentLocales=de_CH&documentType=RegulatoryDocument,,,940,940,
68529920577700,2,simpleBond,0.125 Pfandbriefbank S 627 16-28,0.125 Pfandbriefbank S 627 16-28,31941592,CHF,5000.0,,Pfandbriefbank,,P1Y,,,false,fixedinterest,false,2028-09-06,2024-09-06,3.3424789332,0.125,,,,,100.0,percentageprice,0.01,,,CH0319415920,31941592,,,1170,CHF,AAA,,1,4,,,0.3354675275,3.3313034918,53389764593152,3,,60641431481455,,false,PB627,,,,,920,920,8
67492071601796,1,simpleBond,0.1 Deutsche Bahn Finance GmbH 19-29,0.1 Deutsche Bahn Finance GmbH 19-29,47951427,CHF,5000.0,,DeutschBahnFin,,P1Y,,,false,fixedinterest,false,2029-06-19,2024-06-19,4.1260211651,0.1,,,,,100.0,percentageprice,0.01,,,CH0479514272,47951427,,,1900,CHF,AA,,44,4,,,0.4670128182,4.106841688,53389765193157,3,,60641431481455,,false,DBF19,,,,,930,930,8
78240023116144,1,simpleBond,0.75 Swisscom AG 17-33,0.75 Swisscom AG 17-33,37347616,CHF,5000.0,,Swisscom,,P1Y,,,false,fixedinterest,false,2033-11-24,2024-11-24,8.3003178179,0.75,,,,,100.0,percentageprice,0.01,,,CH0373476164,37347616,,,2100,CHF,A,,1,4,,,0.9575347691,8.2215932044,53389764593152,3,,60641431481455,,false,SCM33,,,,,920,920,8
82065466839821,1,simpleBond,2.97 Nationwide Building Society 23-27,2.97 Nationwide Building Society 23-27,128099429,CHF,200000.0,,Nationwide Build,,P1Y,,,false,fixedinterest,false,2027-09-08,2024-09-08,2.2712743584,2.97,,,,,100.0,percentageprice,0.01,,,CH1280994299,128099429,,,1900,CHF,A,,402,4,,,1.8939166113,2.2290578613,53389765193157,3,,60641431481455,,false,NBS232,,,,,920,920,8
82982173212469,1,simpleBond,4.2 Königreich Spanien 05-37,4.2 Königreich Spanien 05-37,2044921,EUR,1000.0,,Spanien,,P1Y,,,false,fixedinterest,false,2037-01-31,2025-01-31,9.5436791171,4.2,,,,,100.0,percentageprice,0.01,,,ES0000012932,2044921,,,1150,EUR,No Rating,,310,186,,,3.2917742923,9.2395344959,54055068579565,3,,60641431481455,,false,E01293,,,,,930,930,8
85954634807278,1,simpleBond,0.375 Volkswagen Leasing GmbH 21-26,0.375 Volkswagen Leasing GmbH 21-26,111596490,EUR,1000.0,,Volkswagen Leasing,,P1Y,,,false,fixedinterest,false,2026-07-20,2024-07-20,1.2181042116,0.375,,,,,100.0,percentageprice,0.01,,,XS2343822842,111596490,,,1900,EUR,BBB+,,44,186,,,2.4680391368,1.1887650256,54055068579565,3,,60641431481455,,false,XS2343822842,,,,,940,940,8
76555462463206,1,simpleBond,1.125 BKW AG 22-29,1.125 BKW AG 22-29,117918440,CHF,5000.0,,BKW,,P1Y,,,false,fixedinterest,false,2029-04-27,2025-04-27,3.9259423428,1.125,,,,,100.0,percentageprice,0.01,,,CH1179184408,117918440,,,2200,CHF,A,,1,4,,,0.7675160648,3.8960396129,53389764593152,3,,60641431481455,,false,BKW222,,,,,940,940,8
76546566921515,1,simpleBond,0.545 Kommunalbanken A/S 22-28,0.545 Kommunalbanken A/S 22-28,117433581,CHF,5000.0,,Kommunalbanken A/S,,P1Y,,,false,fixedinterest,false,2028-04-28,2025-04-28,2.9782840067,0.545,,,,,100.0,percentageprice,0.01,,,CH1174335815,117433581,,,1900,CHF,AAA,,662,4,,,0.2763612323,2.9700758685,53389765193157,3,,60641431481455,,false,KOB22,,,,,920,920,8
80443671791291,2,simpleBond,2 Pfandbriefbank S.740 23-40,2 Pfandbriefbank S.740 23-40,127631325,CHF,5000.0,,Pfandbriefbank,,P1Y,,,false,fixedinterest,false,2040-10-04,2024-10-04,13.4609248728,2.0,,,,,100.0,percentageprice,0.01,,,CH1276313256,127631325,,,1170,CHF,AAA,,1,4,,,0.9286966505,13.3370640061,53389764593152,3,,60641431481455,,false,PB740,,,,,920,920,8
82543477729916,1,simpleBond,2.0375 Thermo Fisher Scientific 24-36,2.0375 Thermo Fisher Scientific 24-36,133111349,CHF,5000.0,,Thermo Fisher Scien,,P1Y,,,false,fixedinterest,false,2036-03-07,2025-03-07,9.857499567,2.0375,,,,,100.0,percentageprice,0.01,,,CH1331113493,133111349,,,2000,CHF,A,,333,4,,,1.3832031229,9.723010581,53389765193157,,,60641431481455,,false,TFS242,,,,,920,920,
77712648302532,1,simpleBond,1.05 Glarner Kantonalbank 22-26,1.05 Glarner Kantonalbank 22-26,120425976,CHF,5000.0,,Glarner KB,,P1Y,,,false,fixedinterest,false,2026-06-19,2024-06-19,1.1257930496,1.05,,,,,100.0,percentageprice,0.01,,,CH1204259761,120425976,,,1900,CHF,AA,,1,4,,,0.3343135716,1.1220419112,53389764593152,3,,60641431481455,,false,GKB22,,,,,930,930,8
78654627392791,1,simpleBond,3.4 Kommunalbanken A/S 18-28,3.4 Kommunalbanken A/S 18-28,41071487,AUD,2000.0,,Kommunalbanken A/S,,P6M,,,false,fixedinterest,false,2028-07-24,2025-01-24,3.0638028381,3.4,,,,,100.0,percentageprice,0.01,,,AU3CB0250132,41071487,,,1900,AUD,AAA,,662,405,,,3.7610252373,2.9527491957,54055070079674,3,,60641431481455,,false,,,,,,920,920,8
82146544870390,1,simpleBond,0.32 HSBC Holdings PLC 21-27,0.32 HSBC Holdings PLC 21-27,114509614,CHF,200000.0,,HSBC Hldgs,,P1Y,,,false,fixedinterest,false,2027-11-03,2024-11-03,2.4986811671,0.32,,,,,100.0,percentageprice,0.01,,,CH1145096140,114509614,,,1900,CHF,A,,402,4,,,0.9071465082,2.4762182398,53389765193157,3,,60641431481455,,false,HSB01,,,,,920,920,8
78914022528230,1,simpleBond,2.05 Walliser Kantonalbank 23-28,2.05 Walliser Kantonalbank 23-28,123210713,CHF,5000.0,,Walliser KB,,P1Y,,,false,fixedinterest,false,2028-07-24,2024-07-24,3.1183443182,2.05,,,,,100.0,percentageprice,0.01,,,CH1232107131,123210713,,,1900,CHF,AA,,1,4,,,0.5176046815,3.1022867368,53389764593152,3,,60641431481455,,false,BCV23,,,,,930,930,8
81351514230736,1,simpleBond,3.796 BP Capital Markets America 18-25,3.796 BP Capital Markets America 18-25,43779833,USD,1000.0,,BP Cap Markets Amer,,P6M,,,false,fixedinterest,false,2025-09-21,2025-03-21,0.3916666666,3.796,,,,,100.0,percentageprice,0.01,,,US10373QAB68,43779833,,,1900,USD,A-,,333,186,,,4.5402540128,0.3746563181,54055068979593,,,60641431481455,,false,BP4700866,,,,,940,940,
83381451360792,2101,floater,var Treasury Bonds USA 23-53,var Treasury Bonds USA 23-53,124915726,USD,100.0,,Vereinigte Staaten,,P6M,,,false,variableinterestrate,,2053-02-15,2025-02-15,22.0400006321,1.5,,,,,100.0,percentageprice,0.01,,,US912810TP30,124915726,,,1150,USD,,,333,186,,,,,54055068979593,,,60641431481455,,false,,,,,,940,940,
62654526098522,2,simpleBond,1.125 Genossenschaft EGW 14-29,1.125 Genossenschaft EGW 14-29,25324335,CHF,5000.0,,Emissionsz EGW,,P1Y,,,false,fixedinterest,false,2029-09-24,2024-09-24,4.2927021203,1.125,,,,,100.0,percentageprice,0.01,,,CH0253243353,25324335,,,1170,CHF,AAA,,1,4,,,0.2553225902,4.2817697948,53389764593152,3,,60641431481455,,false,EGW50,,,,,930,930,8
82802675204348,1,simpleBond,2.375 Roche Holdings Inc 16-27,2.375 Roche Holdings Inc 16-27,34388821,USD,1000.0,,Roche Hold,,P6M,,,false,fixedinterest,false,2027-01-28,2025-01-28,1.7088862251,2.375,,,,,100.0,percentageprice,0.01,,,USU75000BL90,34388821,,,1800,USD,AA,,333,186,,,4.0027504328,1.6431163772,54055068979593,,,60641431481455,,false,CHGCY4418076,,,,,930,930,
82618704367090,1,simpleBond,3.5 EIB 12-27,3.5 EIB 12-27,18144957,EUR,1000.0,,EIB,,P1Y,,,false,fixedinterest,false,2027-04-15,2025-04-15,1.9255870375,3.5,,,,,100.0,percentageprice,0.01,,,XS0755873253,18144957,,,1150,EUR,AAA,,576,186,,,1.9189838286,1.8893310796,54055068579565,3,,60641431481455,,false,X87325,,,,,920,920,8
82793763299766,1,simpleBond,1.355 FDCJ 24-27,1.355 FDCJ 24-27,133111358,CHF,5000.0,,Fed Caiss Desjard,,P1Y,,,false,fixedinterest,false,2027-04-18,2025-04-18,1.9534390175,1.355,,,,,100.0,percentageprice,0.01,,,CH1331113584,133111358,,,1900,CHF,AAA,,184,186,,,0.2701300704,1.9481764071,53389765193157,,,60641431481455,,false,,,,,,940,940,
82618967215297,1,simpleBond,0 adidas AG 20-28,0 adidas AG 20-28,57447340,EUR,100000.0,,adidas,,P1Y,,,false,fixedinterest,false,2028-10-05,2024-10-05,3.4356164383,0.0,,,,,100.0,percentageprice,0.01,,,XS2240505268,57447340,,,1600,EUR,A-,,44,186,,,2.4323688844,3.3540339599,54055068579565,,,60641431481455,,false,,,,,,920,920,
